1021,469,75,80.89,1
965,441,76,78.84,1
951,449,72,77.30,1
956,476,73,79.80,1
939,467,69,77.00,1
980,454,77,80.42,1
1010,467,74,80.14,1
936,481,67,76.99,1
977,487,78,83.30,1
939,465,72,78.35,1
